review_id,text,rating,sentiment
992,"Very disappointed with the bluetooth speaker, it is overpriced for what you get.",2,negative
505,"Super happy with this purchase, the running shoes it fits perfectly.",5,positive
635,"Poor quality office chair, it stopped working after a week.",2,negative
935,"Not worth it at all, customer support never responded :(",2,negative
227,"This smart watch is terrible, the material feels cheap.",2,negative
962,"Waste of money, the phone case it arrived very late.",1,negative
886,"Best book I have ever bought, the packaging was premium! 👍",4,positive
364,"I absolutely love this charger, it works perfectly and the packaging was premium.",4,positive
613,Five stars! The keyboard the sound quality is crisp.,5,positive
662,"Worst camera ever, it did not match the description.",1,negative
1140,"The wireless earbuds is okay, nothing special, the shipping took a bit longer than expected.",3,neutral
496,"Best tablet I have ever bought, delivery was super fast!",4,positive
102,"It arrived on time, teh laptop it is comparable to other brands.",3,neutral
532,Five stars! The kitchen blender battery life is outstanding.,4,positive
705,"Neutral experience overall, it works as described, nothing more.",3,neutral
948,"It arrived on time, the smart watch teh instructions were a little unclear.",3,neutral
318,"Not bad, not gr8 there is nothing extra to mention.",3,neutral
845,"Not worth it at all, it did not match teh description :(",2,negative
577,Five stars! The coffee maker the price was very reasonable for the quality.,4,positive
583,"Highly recommend this coffee maker, the packaging was premium.",4,positive
430,"Great value for money, this phone case the build quality is excellent.",4,positive
257,"Completely useless, the packaging was damaged.",1,negative
719,"I regret buying this laptop, the size was completely wrong. 😢",1,negative
210,"It works, but the colour was slightly different than shown.",3,neutral
889,"Highly recommend this gaming mouse, the price was very reasonable for the quality.",4,positive
641,"Completely useless, it did not match the description.",2,negative
732,"The coffee maker does what it says, the price is about average.",3,neutral
379,"Super happy with this purchase, the gaming mouse it fits perfectly.",4,positive
26,"VERY DISAPPOINTED WITH THE BLUETOOTH SPEAKER, IT STOPPED WORKING AFTER A WEEK.",1,negative
728,"Very disappointed with the running shoes, it arrived very late.",1,negative
804,"Standard charger, teh shipping took a bit longer than expected.",3,neutral
697,"Great value for money, this monitor customer service was very helpful. 😊",5,positive
48,"Not bad, not great, it does the basic job.",3,neutral
680,"The charger broke within days, the material feels cheap.",2,negative
990,"Standard laptop, the shipping took a bit longer than expected.",3,neutral
278,"Do not buy this coffee maker, the battery drains too fast.",2,negative
1200,"Decent monitor for teh price, teh colour was slightly different than shown.",3,neutral
555,"It arrived on time, the kitchen blender it works as described, nothing more.",3,neutral
85,"Super happy with this purchase, the monitor battery life is outstanding. 🔥",4,positive
265,"Fantastic quality water bottle, delivery was super fast :) 😊",5,positive
461,"Not worth it at all, customer support never responded :(",2,negative
872,"Very disappointed with the backpack, it is overpriced for what you get.",1,negative
777,"Decent gaming mouse for the price, the shipping took a bit longer than expected.",3,neutral
306,"The keyboard is fine I guess, it is comparable to other brands.",3,neutral
125,"Worst phone case ever, it did not match the description.",1,negative
955,Five stars! The phone case delivery was super fast.,4,positive
725,"Completely useless, it is overpriced for what you get. 👎",2,negative
545,"I regret buying this bluetooth speaker, the size was completely wrong.",1,negative
573,"Neutral experience overall, some features were unnecessary.",3,neutral
668,"NOT WORTH IT AT ALL, IT ARRIVED VERY LATE :(",1,negative
629,"Completely useless, the packaging was damaged.",2,negative
557,"I regret buying this t-shirt, it is overpriced for what you get.",1,negative
101,"This kitchen blender is terrible, it is overpriced for what you get.",1,negative
146,"Completely useless, the size was completely wrong.",2,negative
741,"The charger is okay, nothing special, the shipping took a bit longer than expected.",3,neutral
413,"Completely useless, customer support never responded.",1,negative
55,"Fantastic quality kitchen blender, it fits perfectly :)",5,positive
68,"Completely useless, it is overpriced for what you get.",2,negative
76,"Super happy with this purchase, the running shoes the sound quality is crisp. 👍",5,positive
124,"Best tablet I have ever bought, delivery was super fast! ❤️",5,positive
77,"Not worth it at all, there were missing parts :(",1,negative
320,"I regret buying this wireless earbuds, the size was completely wrong. 👎",1,negative
925,"Great value for money, this tablet delivery was super fast.",4,positive
550,"Works like a charm, it saved me so much time. 😊",5,positive
396,"Decent t-shirt for the price, it looks similar to the pictures.",3,neutral
232,"This kitchen blender exceeded my expectations, the packaging was premium.",5,positive
87,"The phone case is fine I guess, it is comparable to other brands.",3,neutral
1191,"Neutral experience overall, it works as described, nothing more.",3,neutral
96,"Standard keyboard, there is nothing extra to mention.",3,neutral
204,"It's an average backpack, there is nothing extra to mention.",3,neutral
1165,"Works like a charm, it fits perfectly.",5,positive
943,Five stars! The phone case it fits perfectly. 😊,5,positive
219,"Standard kitchen blender, it works as described, nothing more.",3,neutral
336,"The running shoes is fine I guess, it looks similar to the pictures.",3,neutral
1138,Five stars! The kitchen blender battery life is outstanding.,4,positive
1183,"Works like a charm, it looks even better in person.",4,positive
237,"DECENT T-SHIRT FOR THE PRICE, THE PRICE IS ABOUT AVERAGE.",3,neutral
856,"Best camera I have ever bought, the build quality is excellent!",5,positive
20,"The water bottle broke within days, the battery drains too fast. 😢",1,negative
785,"Worst coffee maker ever, the packaging was damaged.",1,negative
825,"The backpack is okay, nothing special, it looks similar to the pictures.",3,neutral
559,"Fantastic quality office chair, customer service was very helpful :)",5,positive
367,"Highly recommend this gaming mouse, the sound quality is crisp.",4,positive
539,"Waste of money, the desk lamp the packaging was damaged.",2,negative
853,"The laptop is amazing, it looks even better in person. 😊",5,positive
639,"The water bottle does what it says, teh shipping took a bit longer than expected.",3,neutral
471,"Neutral experience overall, the colour was slightly different than shown.",3,neutral
738,"teh office chair is okay, nothing special, there is nothing extra to mention.",3,neutral
156,"Decent charger for the price, the shipping took a bit longer than expected.",3,neutral
233,"I regret buying this office chair, the size was completely wrong.",2,negative
1112,"Worst phone case ever, there were missing parts.",1,negative
1163,"The backpack broke within days, the material feels cheap. 😢",2,negative
866,"Do not buy this gaming mouse, teh packaging was damaged. 👎",1,negative
277,"Fantastic quality running shoes, the sound quality is crisp :) 🔥",5,positive
891,"Standard t-shirt, it does the basic job.",3,neutral
89,"Poor quality t-shirt, it is overpriced for what you get. 👎",1,negative
192,"The desk lamp does what it says, it is comparable to other brands.",3,neutral
737,"Waste of money, the water bottle it stopped working after a week.",2,negative
972,"Not bad, not great, it does teh basic job.",3,neutral
780,"It works, but it looks similar to the pictures.",3,neutral
183,"It arrived on time, the backpack there is nothing extra to mention.",3,neutral
627,"The book does what it says, there is nothing extra to mention.",3,neutral
905,"This tablet is terrible, it did not match the description.",2,negative
213,"Decent t-shirt for the price, the shipping took a bit longer than expected.",3,neutral
305,"Worst laptop ever, it arrived very late. 👎",2,negative
158,"The laptop broke within days, the material feels cheap.",1,negative
983,"Worst t-shirt ever, there were missing parts.",2,negative
776,"Not worth it at all, it is overpriced for what you get :(",2,negative
32,"Do not buy this wireless earbuds, customer support never responded.",2,negative
917,"Very disappointed with the desk lamp, the battery drains too fast.",1,negative
1054,"I absolutely love this monitor, it works perfectly and the packaging was premium. ❤️",5,positive
561,"The running shoes is fine I guess, the price is about average.",3,neutral
381,"Standard phone case, the instructions were a little unclear.",3,neutral
176,"The desk lamp broke within days, it stopped working after a week. 👎",1,negative
1131,"Standard charger, the shipping took a bit longer than expected.",3,neutral
696,"It works, but the price is about average.",3,neutral
256,"Great value for money, this backpack the packaging was premium.",5,positive
525,"Standard desk lamp, the price is about average.",3,neutral
1009,"Works like a charm, the price was very reasonable for the quality.",4,positive
361,"Highly recommend this t-shirt, teh sound quality is crisp.",5,positive
174,"Neutral experience overall, it does the basic job.",3,neutral
823,"Works like a charm, battery life is outstanding.",4,positive
700,"Works like a charm, the packaging was premium.",4,positive
547,FIVE STARS! THE WIRELESS EARBUDS THE PACKAGING WAS PREMIUM. 👍,4,positive
1111,"Works like a charm, it fits perfectly. 😊",4,positive
1113,"The charger does what it says, there is nothing extra to mention.",3,neutral
238,"Highly recommend this running shoes, delivery was super fast. 🔥",5,positive
267,"Standard desk lamp, some features were unnecessary.",3,neutral
598,"Fantastic quality coffee maker, delivery was super fast :)",5,positive
348,"It's an average keyboard, it looks similar to the pictures.",3,neutral
22,"Best charger I have ever bought, customer service was very helpful!",4,positive
15,"teh kitchen blender does what it says, the instructions were a little unclear.",3,neutral
148,"Super happy with this purchase, teh bluetooth speaker it saved me so much time.",4,positive
362,"Waste of money, the camera it did not match teh description. 👎",2,negative
1115,"Poor quality charger, there were missing parts.",2,negative
242,"Waste of money, the coffee maker customer support never responded.",1,negative
1074,"Standard phone case, the instructions were a little unclear.",3,neutral
454,"Great value for money, this desk lamp the price was very reasonable for the quality. 👍",5,positive
41,"The bluetooth speaker broke within days, it did not match the description. 😢",1,negative
711,"It works, but the colour was slightly different than shown.",3,neutral
399,"Standard t-shirt, the shipping took a bit longer than expected.",3,neutral
327,"Neutral experience overall, it works as described, nothing more.",3,neutral
1122,"It works, but it is comparable to other brands.",3,neutral
1119,"Not bad, not great, it works as described, nothing more.",3,neutral
978,"It arrived on time, the coffee maker the shipping took a bit longer than expected.",3,neutral
118,"I absolutely love this tablet, it works perfectly and it saved me so much time.",5,positive
220,"Highly recommend this gaming mouse, customer service was very helpful. 😊",4,positive
142,"The monitor is amazing, teh build quality is excellent.",5,positive
692,"Very disappointed with the smart watch, the material feels cheap.",1,negative
1034,"This wireless earbuds is terrible, the material feels cheap.",1,negative
707,"This t-shirt is terrible, the size was completely wrong.",2,negative
182,"Worst tablet ever, it stopped working after a week. 😡",1,negative
615,"Standard kitchen blender, it is comparable to other brands.",3,neutral
94,Five stars! The camera the build quality is excellent. 🔥,5,positive
235,"I absolutely love this office chair, it works perfectly and customer service was very helpful.",5,positive
655,"Super happy with this purchase, the tablet the sound quality is crisp.",5,positive
736,"Highly recommend this smart watch, it saved me so much time.",5,positive
190,"Great value for money, this keyboard customer service was very helpful. 🔥",4,positive
1083,"It's an average tablet, the shipping took a bit longer than expected.",3,neutral
137,"Very disappointed with the office chair, it is overpriced for what you get.",1,negative
313,"Works like a charm, it looks even better in person.",5,positive
1060,"Great value for money, this book the sound quality is crisp.",4,positive
1027,"The tablet is amazing, the price was very reasonable for the quality.",4,positive
80,"I regret buying this wireless earbuds, it stopped working after a week.",1,negative
263,"The monitor broke within days, it stopped working after a week.",2,negative
952,"WORKS LIKE A CHARM, THE BUILD QUALITY IS EXCELLENT. ❤️",5,positive
1041,"The tablet is fine I guess, there is nothing extra to mention.",3,neutral
375,"Standard running shoes, some features were unnecessary.",3,neutral
245,"Poor quality tablet, it arrived very late.",1,negative
1012,"This camera exceeded my expectations, battery life is outstanding.",5,positive
860,"Very disappointed with teh laptop, the size was completely wrong.",2,negative
896,"Not worth it at all, the size was completely wrong :(",1,negative
519,"The desk lamp is okay, nothing special, the shipping took a bit longer than expected.",3,neutral
755,"This book is terrible, it did not match the description.",1,negative
563,"Do not buy this smart watch, it is overpriced for what you get.",1,negative
1075,"This wireless earbuds exceeded my expectations, the packaging was premium.",4,positive
808,Five stars! The t-shirt battery life is outstanding.,5,positive
1117,"gr8 value for money, this monitor battery life is outstanding.",4,positive
835,Five stars! The laptop the price was very reasonable for teh quality. 😊,5,positive
932,"This gaming mouse is terrible, customer support never responded.",1,negative
995,"I regret buying this running shoes, it arrived very late. 😡",2,negative
145,"I absolutely love this t-shirt, it works perfectly and the price was very reasonable for the quality.",4,positive
482,"I regret buying this kitchen blender, customer support never responded.",1,negative
179,"WASTE OF MONEY, THE LAPTOP CUSTOMER SUPPORT NEVER RESPONDED.",2,negative
271,"Fantastic quality phone case, the sound quality is crisp :)",5,positive
492,"It arrived on time, the coffee maker it is comparable to other brands.",3,neutral
1015,"gr8 value for money, this bluetooth speaker the price was very reasonable for the quality.",5,positive
302,"Poor quality tablet, the battery drains too fast.",2,negative
585,"teh wireless earbuds does what it says, teh shipping took a bit longer than expected.",3,neutral
270,"The camera is okay, nothing special, the price is about average.",3,neutral
794,"I regret buying this keyboard, it did not match the description. 😢",1,negative
1186,"The t-shirt is amazing, delivery was super fast.",5,positive
792,"Neutral experience overall, the colour was slightly different than shown.",3,neutral
1174,"Works like a charm, it saved me so much time.",4,positive
114,"The gaming mouse is okay, nothing special, the instructions were a little unclear.",3,neutral
868,"Best water bottle I have ever bought, the price was very reasonable for teh quality! 😊",4,positive
1118,"Very disappointed with the coffee maker, it arrived very late.",2,negative
511,"I absolutely love this monitor, it works perfectly and the price was very reasonable for the quality.",4,positive
976,"Great value for money, this smart watch the sound quality is crisp.",5,positive
521,"This monitor is terrible, it stopped working after a week.",1,negative
75,"It works, but it works as described, nothing more.",3,neutral
876,"Decent coffee maker for the price, the colour was slightly different than shown.",3,neutral
791,"Waste of money, the wireless earbuds it did not match the description.",1,negative
186,"Neutral experience overall, the colour was slightly different than shown.",3,neutral
46,"This kitchen blender exceeded my expectations, customer service was very helpful.",4,positive
169,"Great value for money, this kitchen blender it fits perfectly.",5,positive
34,"Works like a charm, teh sound quality is crisp. 👍",4,positive
1103,"Completely useless, teh material feels cheap.",1,negative
594,"Not bad, not great, the price is about average.",3,neutral
57,"It works, but some features were unnecessary.",3,neutral
760,"Works like a charm, it saved me so much time.",5,positive
421,Five stars! The camera it saved me so much time.,5,positive
1168,"Highly recommend this laptop, battery life is outstanding.",4,positive
931,"This camera exceeded my expectations, the packaging was premium.",4,positive
595,"This smart watch exceeded my expectations, customer service was very helpful.",4,positive
936,"Decent running shoes for the price, it looks similar to the pictures.",3,neutral
1198,"This charger exceeded my expectations, the packaging was premium. 😊",5,positive
694,"Great value for money, this backpack delivery was super fast. ❤️",4,positive
1030,Five stars! The t-shirt the sound quality is crisp.,4,positive
162,"Standard wireless earbuds, it is comparable to other brands.",3,neutral
79,"Great value for money, this t-shirt the packaging was premium.",5,positive
1045,"Fantastic quality t-shirt, it looks even better in person :)",4,positive
536,"WORST T-SHIRT EVER, IT DID NOT MATCH teh DESCRIPTION.",2,negative
520,Five stars! The office chair delivery was super fast. ❤️,5,positive
874,"Best camera I have ever bought, battery life is outstanding! 👍",5,positive
558,"The charger is fine I guess, it works as described, nothing more.",3,neutral
527,"Completely useless, customer support never responded. 😡",2,negative
289,"Works like a charm, the sound quality is crisp.",4,positive
805,"I absolutely love this monitor, it works perfectly and delivery was super fast.",5,positive
537,"Decent keyboard for teh price, the colour was slightly different than shown.",3,neutral
765,"It's an average t-shirt, there is nothing extra to mention.",3,neutral
325,"Works like a charm, the sound quality is crisp.",5,positive
814,"Highly recommend this desk lamp, the price was very reasonable for the quality.",4,positive
750,"It arrived on time, the book it is comparable to other brands.",3,neutral
1089,"The book does what it says, it is comparable to other brands.",3,neutral
543,"It works, but it works as described, nothing more.",3,neutral
464,"Very disappointed with the gaming mouse, the battery drains too fast. 😡",1,negative
1006,"Best tablet I have ever bought, the price was very reasonable for the quality!",4,positive
400,"teh backpack is amazing, customer service was very helpful.",5,positive
806,"The water bottle broke within days, it did not match the description.",1,negative
530,"This smart watch is terrible, it did not match the description.",1,negative
712,"Super happy with this purchase, the t-shirt delivery was super fast. 🔥",4,positive
508,"The desk lamp is amazing, the packaging was premium.",5,positive
234,"The running shoes is okay, nothing special, it looks similar to the pictures.",3,neutral
205,"I absolutely love this tablet, it works perfectly and the packaging was premium.",4,positive
1052,"This book is terrible, the packaging was damaged. 👎",2,negative
333,"teh camera is okay, nothing special, the shipping took a bit longer than expected.",3,neutral
196,Five stars! The laptop the price was very reasonable for teh quality.,4,positive
134,"Very disappointed with the bluetooth speaker, it arrived very late.",1,negative
631,"The water bottle is amazing, it fits perfectly.",5,positive
514,"Best charger I have ever bought, the packaging was premium!",5,positive
39,"Standard phone case, it works as described, nothing more.",3,neutral
979,"This gaming mouse exceeded my expectations, the price was very reasonable for the quality.",4,positive
744,"Decent backpack for the price, the colour was slightly different than shown.",3,neutral
762,"The t-shirt does what it says, the colour was slightly different than shown.",3,neutral
432,"The wireless earbuds is okay, nothing special, it does the basic job.",3,neutral
735,"Decent phone case for the price, it looks similar to the pictures.",3,neutral
534,"Not bad, not great, the shipping took a bit longer than expected.",3,neutral
303,"The phone case is fine I guess, there is nothing extra to mention.",3,neutral
1114,"Highly recommend this tablet, customer service was very helpful.",4,positive
283,"Highly recommend this tablet, battery life is outstanding. ❤️",5,positive
684,"Decent smart watch for teh price, the shipping took a bit longer than expected.",3,neutral
69,"It works, but the colour was slightly different than shown.",3,neutral
1049,"VERY DISAPPOINTED WITH THE COFFEE MAKER, CUSTOMER SUPPORT NEVER RESPONDED. 👎",1,negative
411,"Not bad, not great, it is comparable to other brands.",3,neutral
934,"Works like a charm, delivery was super fast.",4,positive
97,"Great value for money, this smart watch delivery was super fast.",4,positive
19,"The kitchen blender is amazing, it saved me so much time.",4,positive
524,"Worst coffee maker ever, the battery drains too fast.",1,negative
900,"The tablet is fine I guess, there is nothing extra to mention.",3,neutral
340,"Works like a charm, teh build quality is excellent.",4,positive
480,"It works, but the colour was slightly different than shown.",3,neutral
844,"Super happy with this purchase, teh t-shirt the packaging was premium.",5,positive
1159,"Super happy with this purchase, the backpack delivery was super fast.",5,positive
923,"Worst t-shirt ever, customer support never responded.",2,negative
708,"Neutral experience overall, there is nothing extra to mention.",3,neutral
1018,"I absolutely love this water bottle, it works perfectly and the build quality is excellent.",5,positive
818,"Waste of money, the backpack the battery drains too fast.",2,negative
892,"Best smart watch I have ever bought, the packaging was premium! 😊",5,positive
908,"Not worth it at all, there were missing parts :(",2,negative
441,"teh phone case is fine I guess, it is comparable to other brands.",3,neutral
252,"It's an average phone case, the shipping took a bit longer than expected.",3,neutral
822,"It arrived on time, the kitchen blender the shipping took a bit longer than expected.",3,neutral
829,"teh tablet is amazing, it fits perfectly.",4,positive
614,"Waste of money, the smart watch customer support never responded. 😡",2,negative
274,"Super happy with this purchase, the smart watch it saved me so much time.",4,positive
1134,"It works, but it is comparable to other brands.",3,neutral
602,"Worst keyboard ever, the battery drains too fast.",2,negative
568,"The coffee maker is amazing, customer service was very helpful.",4,positive
458,"The tablet broke within days, teh packaging was damaged.",2,negative
24,"The coffee maker is fine I guess, the price is about average.",3,neutral
154,"This book exceeded my expectations, the sound quality is crisp.",5,positive
786,"Decent kitchen blender for the price, the price is about average.",3,neutral
1,"I absolutely love this kitchen blender, it works perfectly and it looks even better in person. 🔥",4,positive
1025,"Very disappointed with the book, the battery drains too fast. 😢",1,negative
1062,"Not bad, not great, some features were unnecessary.",3,neutral
788,"Waste of money, the camera the battery drains too fast.",2,negative
1011,"The keyboard does what it says, it works as described, nothing more.",3,neutral
811,"Fantastic quality water bottle, customer service was very helpful :)",4,positive
1000,"The monitor is amazing, it looks even better in person. 🔥",4,positive
260,"This camera is terrible, the packaging was damaged.",1,negative
450,"It arrived on time, the monitor the instructions were a little unclear.",3,neutral
1081,"Works like a charm, it saved me so much time. 😊",5,positive
827,"Poor quality water bottle, it is overpriced for what you get.",2,negative
646,Five stars! The t-shirt the price was very reasonable for the quality.,4,positive
132,"It works, but the colour was slightly different than shown.",3,neutral
1098,"Standard monitor, it works as described, nothing more.",3,neutral
45,"Standard office chair, some features were unnecessary.",3,neutral
870,"Not bad, not great, the shipping took a bit longer than expected.",3,neutral
1160,"Waste of money, the keyboard there were missing parts.",1,negative
106,"The book is amazing, the price was very reasonable for the quality.",4,positive
295,Five stars! The kitchen blender it looks even better in person.,5,positive
1087,"Super happy with this purchase, the backpack it saved me so much time.",5,positive
987,"It's an average bluetooth speaker, the instructions were a little unclear.",3,neutral
653,"Not worth it at all, the size was completely wrong :(",2,negative
1029,"Decent monitor for teh price, it works as described, nothing more.",3,neutral
704,"This office chair is terrible, the material feels cheap. 👎",2,negative
644,"Worst tablet ever, there were missing parts.",2,negative
1126,"The phone case is amazing, the packaging was premium.",5,positive
3,"Not bad, not great, some features were unnecessary.",3,neutral
994,"Super happy with this purchase, teh gaming mouse battery life is outstanding.",4,positive
678,"The tablet does what it says, the price is about average.",3,neutral
578,"Completely useless, there were missing parts.",1,negative
1100,"Completely useless, it stopped working after a week.",2,negative
1152,"Neutral experience overall, the price is about average.",3,neutral
1079,"I regret buying this monitor, the material feels cheap.",2,negative
338,"POOR QUALITY MONITOR, IT ARRIVED VERY LATE.",1,negative
1037,"Poor quality t-shirt, the battery drains too fast.",1,negative
449,"I regret buying this keyboard, there were missing parts.",2,negative
566,"Worst charger ever, it arrived very late.",1,negative
1005,"teh backpack is okay, nothing special, the colour was slightly different than shown.",3,neutral
710,"Do not buy this smart watch, there were missing parts.",1,negative
612,"It arrived on time, the tablet the colour was slightly different than shown.",3,neutral
420,"Decent phone case for the price, the colour was slightly different than shown.",3,neutral
1082,"The tablet broke within days, customer support never responded. 😢",2,negative
473,"Poor quality laptop, it is overpriced for what you get.",1,negative
300,"It works, but it does the basic job.",3,neutral
429,"Not bad, not great, the instructions were a little unclear.",3,neutral
643,"THE PHONE CASE IS AMAZING, CUSTOMER SERVICE WAS VERY HELPFUL.",4,positive
